||0830009. (İnternet Ücreti)|54.1051|
|03-Mart|0441001. (Su Faturası)|5.9169|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1854|
||0830009. (İnternet Ücreti)|54.1051|
|04-Nisan|0441001. (Su Faturası)|5.9748|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1809|
||0830009. (İnternet Ücreti)|54.1051|
|05-Mayıs|0441001. (Su Faturası)|6.0134|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1807|
||0830009. (İnternet Ücreti)|54.1051|
|06-Haziran|0441001. (Su Faturası)|6.0423|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1764|
||0830009. (İnternet Ücreti)|54.1051|
|07-Temmuz|0441001. (Su Faturası)|6.0423|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1745|
||0830009. (İnternet Ücreti)|54.1051|
|08-Ağustos|0441001. (Su Faturası)|6.0905|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1749|
||0830009. (İnternet Ücreti)|54.1051|
|09-Eylül|0441001. (Su Faturası)|6.1291|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1741|
||0830009. (İnternet Ücreti)|54.1051|
|10-Ekim|0441001. (Su Faturası)|6.1483|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1697|
||0830009. (İnternet Ücreti)|54.1051|
|11-Kasım|0441001. (Su Faturası)|6.2448|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1776|
||0830009. (İnternet Ücreti)|54.1051|
|12-Aralık|0441001. (Su Faturası)|6.3605|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1912|
||0830009. (İnternet Ücreti)|54.1051|
2018|01-Ocak|0441001. (Su Faturası)|6.3731|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1976|
||0830009. (İnternet Ücreti)|47.8751|
|02-Şubat|0441001. (Su Faturası)|6.4298|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1916|
||0830009. (İnternet Ücreti)|47.8751|
|03-Mart|0441001. (Su Faturası)|6.6001|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1912|
||0830009. (İnternet Ücreti)|47.8751|
|04-Nisan|0441001. (Su Faturası)|6.7041|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1941|
||0830009. (İnternet Ücreti)|47.8751|
|05-Mayıs|0441001. (Su Faturası)|6.8743|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.2061|
||0830009. (İnternet Ücreti)|47.8751|
|06-Haziran|0441001. (Su Faturası)|7.1108|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.2172|
||0830009. (İnternet Ücreti)|63.3241|
|07-Temmuz|0441001. (Su Faturası)|7.3093|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.2422|
||0830009. (İnternet Ücreti)|65.2728|
|08-Ağustos|0441001. (Su Faturası)|7.4418|
||0451001. (Elektrik Ücreti)|0.5027|
||0452101. (Doğal Gaz)|1.3299|
||0830009. (İnternet Ücreti)|65.2728|
|09-Eylül|0441001. (Su Faturası)|7.2335|
||0451001. (Elektrik Ücreti)|0.5479|
||0452101. (Doğal Gaz)|1.4541|
||0830009. (İnternet Ücreti)|65.2728|
|10-Ekim|0441001. (Su Faturası)|7.0162|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.6101|
||0830009. (İnternet Ücreti)|65.2728|
|11-Kasım|0441001. (Su Faturası)|7.0729|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.5982|
||0830009. (İnternet Ücreti)|55.3841|
|12-Aralık|0441001. (Su Faturası)|7.0729|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.5684|
||0830009. (İnternet Ücreti)|55.3841|
2019|01-Ocak|0441001. (Su Faturası)|6.0546|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.4381|
||0830009. (İnternet Ücreti)|55.0434|
|02-Şubat|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.4414|
||0830009. (İnternet Ücreti)|55.6648|
|03-Mart|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.4364|
||0830009. (İnternet Ücreti)|55.9174|
|04-Nisan|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.4433|
||0830009. (İnternet Ücreti)|55.7981|
|05-Mayıs|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.458|
||0830009. (İnternet Ücreti)|56.3973|
|06-Haziran|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.4799|
||0830009. (İnternet Ücreti)|57.281|
|07-Temmuz|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.4773|
||0830009. (İnternet Ücreti)|56.9151|
|08-Ağustos|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.6779|
||0830009. (İnternet Ücreti)|57.3943|
|09-Eylül|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.8965|
||0830009. (İnternet Ücreti)|57.8226|
|10-Ekim|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9064|
||0830009. (İnternet Ücreti)|58.4221|
|11-Kasım|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9078|
||0830009. (İnternet Ücreti)|58.844|
|12-Aralık|0441001. (Su Faturası)|5.1305|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9093|
||0830009. (İnternet Ücreti)|59.2039|
2020|01-Ocak|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9098|
||0830009. (İnternet Ücreti)|58.8981|
|02-Şubat|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9198|
||0830009. (İnternet Ücreti)|59.4834|
|03-Mart|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.924|
||0830009. (İnternet Ücreti)|59.7204|
|04-Nisan|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9364|
||0830009. (İnternet Ücreti)|60.3592|
|05-Mayıs|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9641|
||0830009. (İnternet Ücreti)|61.0592|
|06-Haziran|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9853|
||0830009. (İnternet Ücreti)|61.4687|
|07-Temmuz|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9746|
||0830009. (İnternet Ücreti)|61.8042|
|08-Ağustos|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9784|
||0830009. (İnternet Ücreti)|62.3433|
|09-Eylül|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.9914|
||0830009. (İnternet Ücreti)|63.305|
|10-Ekim|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|2.011|
||0830009. (İnternet Ücreti)|64.5152|
|11-Kasım|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|2.0338|
||0830009. (İnternet Ücreti)|65.0576|
|12-Aralık|0441001. (Su Faturası)|5.2127|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|2.0533|
||0830009. (İnternet Ücreti)|66.0217|
2021|01-Ocak|0441001. (Su Faturası)|5.2435|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0544|
||0830009. (İnternet Ücreti)|66.2986|
|02-Şubat|0441001. (Su Faturası)|5.2435|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0502|
||0830009. (İnternet Ücreti)|67.2231|
|03-Mart|0441001. (Su Faturası)|5.2435|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0506|
||0830009. (İnternet Ücreti)|67.8572|
|04-Nisan|0441001. (Su Faturası)|5.2435|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0769|
||0830009. (İnternet Ücreti)|68.5443|
|05-Mayıs|0441001. (Su Faturası)|5.2435|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0993|
||0830009. (İnternet Ücreti)|69.1365|
|06-Haziran|0441001. (Su Faturası)|5.2435|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0563|
||0830009. (İnternet Ücreti)|70.2197|
|07-Temmuz|0441001. (Su Faturası)|5.2435|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2478|
||0830009. (İnternet Ücreti)|71.385|
|08-Ağustos|0441001. (Su Faturası)|5.3571|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2575|
||0830009. (İnternet Ücreti)|71.7263|
|09-Eylül|0441001. (Su Faturası)|5.48|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2661|
||0830009. (İnternet Ücreti)|73.1729|
|10-Ekim|0441001. (Su Faturası)|5.5557|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2714|
||0830009. (İnternet Ücreti)|73.7116|
|11-Kasım|0441001. (Su Faturası)|5.8206|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2775|
||0830009. (İnternet Ücreti)|74.596|
|12-Aralık|0441001. (Su Faturası)|6.3503|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2893|
||0830009. (İnternet Ücreti)|75.3537|
2022|01-Ocak|0441001. (Su Faturası)|7.642|
||0451001. (Elektrik Ücreti)|1.5562|
||0452101. (Doğal Gaz)|2.7461|
||0830009. (İnternet Ücreti)|76.27|
|02-Şubat|0441001. (Su Faturası)|8.1088|
||0451001. (Elektrik Ücreti)|1.4809|
||0452101. (Doğal Gaz)|2.8172|
||0830009. (İnternet Ücreti)|77.5432|
|03-Mart|0441001. (Su Faturası)|8.3863|
||0451001. (Elektrik Ücreti)|1.3372|
||0452101. (Doğal Gaz)|2.8833|
||0830009. (İnternet Ücreti)|79.0905|
|04-Nisan|0441001. (Su Faturası)|10.2548|
||0451001. (Elektrik Ücreti)|1.3372|
||0452101. (Doğal Gaz)|3.6834|
||0830009. (İnternet Ücreti)|81.5053|
||||
